,23,24,25,26,27,28,29
KINGSTON-THROOP,1212.0,948.0,2967.0,3078.0,3092.0,3154.0,2983.0
ST LAWRENCE AV,1203.0,1010.0,1917.0,1972.0,2000.0,1981.0,2061.0
176 ST,1190.0,1076.0,2128.0,2244.0,2201.0,2215.0,2143.0
FULTON ST,1189.0,885.0,2505.0,2793.0,2720.0,3005.0,3076.0
AVENUE J,1188.0,1365.0,2593.0,2722.0,2730.0,2735.0,2069.0
183 ST,1184.0,1131.0,1974.0,2012.0,2134.0,2279.0,1934.0
18 AV,1175.0,933.0,3587.0,3636.0,3679.0,1744.0,3270.0
KINGSTON AV,1105.0,1180.0,2195.0,2168.0,2321.0,2453.0,2026.0
BEVERLEY ROAD,1102.0,888.0,1877.0,1607.0,1698.0,1852.0,1665.0
71 ST,1092.0,849.0,1717.0,1682.0,1772.0,1780.0,1558.0
ST. GEORGE,1083.0,775.0,5295.0,5578.0,5254.0,5411.0,4809.0
MT EDEN AV,1078.0,1053.0,1979.0,2104.0,2168.0,2108.0,2005.0
MARBLE HILL-225,1050.0,917.0,1589.0,1659.0,1583.0,1655.0,1640.0
174-175 STS,1021.0,900.0,1754.0,1853.0,1813.0,1900.0,1850.0
33 ST-RAWSON ST,1015.0,606.0,6998.0,7316.0,6592.0,6934.0,4794.0
CITY HALL,1001.0,773.0,3626.0,3976.0,3885.0,3879.0,3192.0
182-183 STS,989.0,819.0,1342.0,1359.0,1412.0,1457.0,1434.0
PRESIDENT ST,977.0,762.0,2645.0,2699.0,2627.0,2800.0,2419.0
77 ST,947.0,804.0,1807.0,1778.0,1789.0,1845.0,1660.0
GUN HILL RD,940.0,741.0,2155.0,2239.0,2126.0,2195.0,2078.0
79 ST,933.0,,1564.0,1561.0,1477.0,1561.0,1452.0
190 ST,924.0,641.0,1239.0,1255.0,1226.0,1308.0,1344.0
20 AV,913.0,729.0,1440.0,1376.0,1411.0,1495.0,1415.0
25 ST,908.0,827.0,1896.0,1848.0,1835.0,1903.0,1830.0
BRIARWOOD,899.0,782.0,1856.0,1917.0,1818.0,1954.0,1679.0
AQUEDUCT RACETR,892.0,844.0,469.0,495.0,511.0,627.0,775.0
PENNSYLVANIA AV,861.0,723.0,1695.0,1749.0,1849.0,1900.0,1606.0
AVENUE M,852.0,987.0,2242.0,2271.0,2137.0,2508.0,1678.0
OCEAN PKWY,851.0,735.0,1176.0,1277.0,1287.0,1282.0,1149.0
AVENUE H,844.0,732.0,2024.0,1836.0,1891.0,1914.0,1365.0
JUNIUS ST,797.0,648.0,1496.0,1470.0,1523.0,1667.0,1508.0
NECK RD,766.0,603.0,1353.0,1454.0,1346.0,1446.0,1338.0
VAN SICLEN AV,757.0,743.0,1663.0,1648.0,1680.0,1746.0,1583.0
138/GRAND CONC,755.0,627.0,1599.0,1751.0,1614.0,1708.0,1533.0
BEVERLY RD,696.0,492.0,859.0,956.0,908.0,956.0,915.0
75 AV,604.0,373.0,921.0,947.0,935.0,984.0,954.0
